Time (HH:mm:ss.fff),Time (GPS ns),UTC offset (s),Time from start of file (s),Latitude (deg),Longitude (deg),Altitude (m),Velocity north (m/s),Velocity east (m/s),Velocity down (m/s),Acceleration Xv (m/s²),Acceleration Yv (m/s²),Acceleration Zv (m/s²),Heading (deg),Pitch (deg),Roll (deg),Velocity up (m/s),Number of GNSS satellites used (),GpsAttNumObs (),GpsVelNumObs (),Total number of satellites used in position solution (gx/ix only) (),Primary GPS number of satellites tracked (),External GPS number of satellites tracked (),Secondary GPS number of satellites tracked (),GPS position mode (),GPS velocity mode (),GPS dual antenna attitude mode (),Primary GPS position mode (),External GPS position mode (),Secondary GPS position mode (),Position accuracy north (m),Position accuracy east (m),Position accuracy down (m),Heading accuracy (deg),Pitch accuracy (deg),Roll accuracy (deg),GPS satellites used in position solution (gx/ix only) (),Glonass satellites used in position solution (gx/ix only) (),Galileo satellites used in position solution (gx/ix only) (),Beidou satellites used in position solution (gx/ix only) ()
00:41:32.400,1426380110400000000,-18,903.400000000,37.4031585698162,-121.931943026403,7.59103155136108,-4.1246,-5.7321,-0.1203,0.0738,0.9826,-9.6781,234.500183991237,0.828783450656736,0.146734491333004,0.1203,14,8,26,13,34,,21,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.018,0.013,0.041,0.0790681757280536,0.0103132403123548,0.0103132403123548,8,5,0,0
00:41:33.400,1426380111400000000,-18,904.400000000,37.4031257290797,-121.932010716275,7.67338180541992,-3.1592,-6.2648,-0.0129,0.0347,1.1827,-9.6338,243.42869990432,-0.0636556110390345,0.333576028325165,0.0129,13,8,25,14,34,,21,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.018,0.015,0.042,0.0756304289572687,0.0103132403123548,0.0103132403123548,9,5,0,0
00:41:34.400,1426380112400000000,-18,905.400000000,37.4031012897115,-121.932084290544,7.62155723571777,-2.4033,-6.7494,0.1565,0.0017,0.4696,-10.2206,250.526730253519,-1.20882635616701,0.914440641028794,-0.1565,12,7,25,12,32,,21,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.018,0.015,0.041,0.0756304289572687,0.0103132403123548,0.0103132403123548,7,5,0,0
00:41:35.400,1426380113400000000,-18,906.400000000,37.4030814810907,-121.932162717414,7.43284893035889,-2.0674,-7.1262,0.2526,-0.0582,0.3015,-9.8843,253.812471321255,-2.21024199049666,1.03699631340728,-0.2526,13,7,25,12,32,,19,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.016,0.013,0.04,0.0727656399816146,0.0154698604685322,0.0154698604685322,7,5,0,0
00:41:36.400,1426380114400000000,-18,907.400000000,37.4030635018414,-121.932244662219,7.14237308502197,-1.94,-7.397,0.3154,-0.2144,-0.0234,-9.933,255.165453858677,-2.33233929663904,1.25924664213852,-0.3154,11,6,22,11,31,,17,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.018,0.014,0.041,0.0716197243913529,0.0148969026734014,0.0148969026734014,7,5,0,0
00:41:37.400,1426380115400000000,-18,908.400000000,37.4030460188007,-121.932329665235,6.84124279022217,-1.9846,-7.7112,0.2996,0.1612,-0.1975,-9.7587,255.497597492515,-2.32586487355406,1.32817346489276,-0.2996,11,6,22,11,30,,19,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.023,0.017,0.04,0.0727656399816146,0.0189076072393172,0.019480565034448,6,5,0,0
00:41:38.400,1426380116400000000,-18,909.400000000,37.4030276890378,-121.932418411879,6.53275203704834,-2.0376,-7.965,0.3244,-0.1391,-0.1229,-9.7808,255.469350673215,-2.40206826030646,1.11297051704162,-0.3244,11,6,22,11,29,,17,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.026,0.016,0.039,0.0716197243913529,0.0183346494441863,0.0183346494441863,6,5,0,0
00:41:39.400,1426380117400000000,-18,910.400000000,37.4030089386272,-121.932509480623,6.2047004699707,-2.096,-8.1508,0.3236,-0.1919,-0.1221,-9.553,255.348857648899,-2.39324471026145,1.20292489087716,-0.3236,11,6,22,10,29,,17,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.029,0.02,0.041,0.0750574711621379,0.0234912696003638,0.0252101429857562,5,5,0,0
00:41:40.400,1426380118400000000,-18,911.400000000,37.4029895590788,-121.932602466448,5.85855102539063,-2.1713,-8.3088,0.3534,-0.3197,-0.2397,-9.4234,255.184991719491,-2.41312634575249,1.28875396858776,-0.3534,11,6,22,11,28,,16,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.027,0.021,0.041,0.0739115555718762,0.0217723962149713,0.0229183118052329,6,5,0,0
00:41:41.400,1426380119400000000,-18,912.400000000,37.4029697034315,-121.932696933201,5.5467848777771,-2.1819,-8.4008,0.202,-0.2449,-0.2694,-9.4623,255.214785524838,-1.57741010577467,1.51100429731901,-0.202,10,6,19,11,29,,15,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.021,0.018,0.038,0.074484513367007,0.019480565034448,0.0206264806247096,6,5,0,0
00:41:42.400,1426380120400000000,-18,913.400000000,37.4029503964353,-121.932791641459,5.37908029556274,-2.116,-8.3737,0.1193,-0.2829,-0.2079,-10.0713,255.484190280108,-0.901892865315429,1.43010265664653,-0.1193,10,6,21,11,28,,14,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.015,0.013,0.036,0.0733385977767454,0.0166157760587939,0.0177616916490555,6,4,0,0
00:41:43.400,1426380121400000000,-18,914.400000000,37.4029315534708,-121.932885477923,5.28452491760254,-2.0663,-8.2406,0.0633,-0.272,-0.0866,-9.9512,255.697330579897,-0.412816091391758,1.05619039954416,-0.0633,10,6,18,9,28,,18,gxDifferential (22),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.015,0.013,0.036,0.0733385977767454,0.0114591559026165,0.0126050714928781,3,5,0,0
00:41:44.400,1426380122400000000,-18,915.400000000,37.4029133186029,-121.932977508978,5.27510929107666,-2.0308,-8.0247,-0.0676,-0.3455,-0.5621,-9.0598,255.738411653808,-0.118430376253541,1.1500981821661,0.0676,11,6,20,11,29,,18,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.013,0.012,0.035,0.0716197243913529,0.0114591559026165,0.0120321136977473,6,5,0,0
00:41:45.400,1426380123400000000,-18,916.400000000,37.402895313197,-121.933067001639,5.28533554077148,-2.0077,-7.8151,-0.0145,-0.3523,-0.1821,-9.398,255.388334440983,-0.317361322722963,1.01264560711422,0.0145,13,6,22,12,32,,18,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.013,0.012,0.034,0.0716197243913529,0.0114591559026165,0.0120321136977473,6,6,0,0
00:41:46.400,1426380124400000000,-18,917.400000000,37.4028773776949,-121.933153838212,5.25325345993042,-1.9727,-7.4766,0.074,-0.8226,-0.0837,-9.6824,255.131993123442,-0.702159777932824,1.07578555613763,-0.074,13,6,25,14,34,,22,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.014,0.013,0.035,0.0704738088010913,0.0114591559026165,0.0120321136977473,7,6,0,0
00:41:47.400,1426380125400000000,-18,918.400000000,37.4028605928144,-121.933234236086,5.22019863128662,-1.7486,-6.6274,0.057,-1.3745,-0.2221,-9.2182,255.101225289843,-0.959016757489972,0.959131349048998,-0.057,14,6,26,14,36,,26,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.011,0.034,0.0699008510059604,0.0114591559026165,0.0120321136977473,7,6,0,0
00:41:48.400,1426380126400000000,-18,919.400000000,37.4028462314821,-121.933302042544,5.1732292175293,-1.4454,-5.3653,0.0465,-1.4901,-0.3516,-9.7915,254.867343917871,-1.01064025483126,1.04312696181518,-0.0465,14,6,26,12,36,,27,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.011,0.034,0.0687549354156988,0.0114591559026165,0.0114591559026165,7,6,0,0
00:41:49.400,1426380127400000000,-18,920.400000000,37.4028351029848,-121.93335346771,5.14003038406372,-0.9546,-3.5101,-0.01,-2.8232,-0.2497,-9.6306,254.750747006561,-0.843852240668676,1.07286347138247,0.01,14,6,26,16,37,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.013,0.012,0.034,0.0687549354156988,0.0114591559026165,0.0120321136977473,8,6,0,0
00:41:50.400,1426380128400000000,-18,921.400000000,37.4028297441121,-121.933377899603,5.11862468719482,-0.2846,-1.0386,0.0316,-1.5849,-0.1282,-10.0161,254.724390947985,-0.330653943569998,0.889058610704498,-0.0316,14,8,26,14,35,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.013,0.012,0.034,0.068181977620568,0.0114591559026165,0.0120321136977473,9,5,0,0
00:41:51.400,1426380129400000000,-18,922.400000000,37.4028281314564,-121.933385431653,5.10567188262939,-0.1039,-0.3948,0.0115,-0.4937,-0.0988,-9.8877,254.728974610347,-0.0483003421295284,0.905502499424753,-0.0115,8,8,28,16,39,,29,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.01,0.033,0.0664631042351755,0.0114591559026165,0.0114591559026165,9,7,0,0
00:41:52.400,1426380130400000000,-18,923.400000000,37.4028278484987,-121.933386904924,5.07797336578369,-0.0007,-0.0038,-0.0095,-0.2445,-0.1341,-9.917,254.747022780893,0.0700727383444997,0.896850836718277,0.0095,8,9,32,8,38,,30,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.012,0.033,0.0676090198254371,0.0114591559026165,0.0120321136977473,8,0,0,0
00:41:53.400,1426380131400000000,-18,924.400000000,37.4028279485208,-121.933386692453,5.05826187133789,0.0002,0.0022,-0.0007,-0.0121,-0.1575,-9.7972,254.758768415693,0.038961130068896,0.890834779869404,0.0007,8,9,32,8,38,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.009,0.029,0.064744230849783,0.0114591559026165,0.0114591559026165,8,0,0,0
00:41:54.400,1426380132400000000,-18,925.400000000,37.4028280017844,-121.9333866583,5.05760622024536,-0.0019,0.002,-0.0013,0.017,-0.1611,-9.7994,254.77326424791,0.0475554969958583,0.890147230515247,0.0013,8,9,32,8,38,,28,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.009,0.028,0.064744230849783,0.0114591559026165,0.0114591559026165,8,0,0,0
00:41:55.400,1426380133400000000,-18,926.400000000,37.4028280023414,-121.933386650801,5.05428123474121,-0.0037,0.0026,-0.0026,0.008,-0.1474,-9.8116,254.776931177799,0.0536861454037581,0.886079230169818,0.0026,8,9,31,8,38,,28,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.01,0.028,0.064744230849783,0.0114591559026165,0.0120321136977473,8,0,0,0
00:41:56.400,1426380134400000000,-18,927.400000000,37.4028279633997,-121.933386642307,5.05332660675049,-0.0063,0.0026,-0.0015,0.0112,-0.1491,-9.7878,254.751205372798,0.0555769061276898,0.879261032407761,0.0015,8,10,30,8,38,,28,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.009,0.027,0.0653171886449139,0.0114591559026165,0.0120321136977473,8,0,0,0
00:41:57.400,1426380135400000000,-18,928.400000000,37.4028278739958,-121.933386657464,5.05714797973633,-0.0063,0.0017,-0.0008,0.0054,-0.152,-9.8138,254.735449033432,0.0384454680532782,0.886537596405923,0.0008,8,10,31,8,38,,28,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.025,0.0618794418741289,0.0108861981074856,0.0108861981074856,8,0,0,0
00:41:58.400,1426380136400000000,-18,929.400000000,37.4028278610866,-121.933386637277,5.05878782272339,-0.0065,0.0004,-0.0017,0.0124,-0.1522,-9.7895,254.717515454444,0.0381016933761997,0.882355004501468,0.0017,8,11,30,8,37,,29,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.009,0.025,0.0641712730546522,0.0108861981074856,0.0108861981074856,8,0,0,0
00:41:59.400,1426380137400000000,-18,930.400000000,37.4028278165453,-121.933386727634,5.06894207000732,-0.0062,-0.0008,-0.003,0.0155,-0.1481,-9.8011,254.703363396904,0.0372422566835035,0.881782046706337,0.003,8,11,30,8,38,,29,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.008,0.025,0.0613064840789981,0.00916732472209317,0.009740282517224,8,0,0,0
00:42:00.400,1426380138400000000,-18,931.400000000,37.4028278408217,-121.933386738421,5.07635259628296,-0.0041,-0.0011,-0.0034,0,-0.1539,-9.7928,254.704280129376,0.039705975202566,0.882927962296599,0.0034,8,11,31,8,38,,29,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.007,0.007,0.025,0.0613064840789981,0.00916732472209317,0.009740282517224,8,0,0,0
00:42:01.400,1426380139400000000,-18,932.400000000,37.4028278354204,-121.933386769743,5.07614469528198,-0.0221,-0.0758,0.011,0.5942,-0.1757,-9.9027,254.730292413275,0.171371676523629,0.882813370737572,-0.011,8,11,31,8,38,,30,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.025,0.0618794418741289,0.00859436692696235,0.00859436692696235,8,0,0,0
00:42:02.400,1426380140400000000,-18,933.400000000,37.4028269280391,-121.933390866926,5.07903099060059,-0.1662,-0.6135,-0.0042,0.5385,-0.1394,-9.7838,254.74152238606,0.220187680668775,0.854681142996649,0.0042,8,10,31,8,39,,31,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.008,0.025,0.0624523996692597,0.00859436692696235,0.00859436692696235,8,0,0,0
00:42:03.400,1426380141400000000,-18,934.400000000,37.402824541908,-121.933402012582,5.07932758331299,-0.3845,-1.4398,0.0084,1.0662,-0.0974,-9.838,254.73797004773,0.279660699803355,0.878287004156039,-0.0084,8,10,31,8,38,,30,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.007,0.025,0.0590146528984748,0.00802140913183153,0.00859436692696235,8,0,0,0
00:42:04.400,1426380142400000000,-18,935.400000000,37.402819952951,-121.933423350602,5.07493734359741,-0.6338,-2.4087,0.0208,1.5819,-0.09,-9.6784,254.598855895072,0.653458365346704,0.813198998629177,-0.0208,8,10,29,8,36,,29,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.026,0.0601605684887364,0.00859436692696235,0.00859436692696235,8,0,0,0
00:42:05.400,1426380143400000000,-18,936.400000000,37.4028123700916,-121.933458001381,5.10322189331055,-0.9919,-3.6305,-0.0179,1.0619,-0.3467,-9.8033,254.484894589621,0.0402789329976969,0.939994558691629,0.0179,8,10,29,8,36,,29,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.008,0.025,0.0607335262838673,0.00859436692696235,0.00859436692696235,8,0,0,0
00:42:06.400,1426380144400000000,-18,937.400000000,37.402801976424,-121.9335046189,5.09295606613159,-1.3366,-4.5807,-0.0315,1.1938,-0.3986,-9.9588,254.057754553351,0.0708175834781697,0.797614546601619,0.0315,8,10,29,8,37,,28,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.007,0.025,0.0607335262838673,0.00802140913183153,0.00859436692696235,8,0,0,0
00:42:07.400,1426380145400000000,-18,938.400000000,37.4027890370286,-121.933560489382,5.06161642074585,-1.5181,-5.1701,0.0156,0.4942,-0.2271,-10.5969,253.438444472594,0.455100376672413,0.547289285908962,-0.0156,8,10,29,8,36,,28,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.026,0.0630253574643906,0.00859436692696235,0.00859436692696235,8,0,0,0
00:42:08.400,1426380146400000000,-18,939.400000000,37.4027744620986,-121.933621201352,5.09407711029053,-1.7247,-5.6007,-0.107,0.6965,-0.0602,-9.5374,252.944096486955,1.00565552201362,0.129201982802001,0.107,8,10,30,8,38,,28,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.008,0.025,0.0641712730546522,0.00859436692696235,0.00859436692696235,8,0,0,0
00:42:09.400,1426380147400000000,-18,940.400000000,37.4027582852079,-121.933686824479,5.19683074951172,-1.8503,-5.9605,-0.1372,0.1301,0.0978,-8.6016,252.710215114983,-0.729776343658129,-0.231360357673826,0.1372,8,10,29,8,37,,28,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.007,0.025,0.064744230849783,0.00802140913183153,0.00859436692696235,8,0,0,0
00:42:10.400,1426380148400000000,-18,941.400000000,37.4027415920548,-121.933754607368,5.07070446014404,-1.8433,-6.0658,0.156,-0.0614,0.0069,-10.0069,253.057083764155,-0.932087741118823,-0.0293354391106981,-0.156,8,10,28,8,35,,28,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.009,0.027,0.0658901464400447,0.00859436692696235,0.00859436692696235,8,0,0,0
00:42:11.400,1426380149400000000,-18,942.400000000,37.4027253369723,-121.933823055,4.99289464950562,-1.7703,-6.0241,0.0582,-0.4491,-0.0084,-9.5405,253.611592318282,-1.13846713892495,0.403706062449178,-0.0582,8,10,26,8,34,,28,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.027,0.0664631042351755,0.00859436692696235,0.00859436692696235,8,0,0,0
00:42:12.400,1426380150400000000,-18,943.400000000,37.4027100812924,-121.933888965947,5.04992914199829,-1.5783,-5.62,0.0577,0.3493,0.0006,-11.7377,254.035867565577,3.0933418401318,0.0262987627965048,-0.0577,7,8,25,7,33,,23,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.026,0.0658901464400447,0.00802140913183153,0.00859436692696235,8,0,0,0
00:42:13.400,1426380151400000000,-18,944.400000000,37.4026964302274,-121.933949221583,5.33418369293213,-1.441,-5.178,-0.2168,0.0857,0.4871,-8.5619,254.381533003379,-0.938619459983315,-0.589860050087182,0.2168,7,7,23,7,31,,22,gxInteger (24),gxInteger (24),,RTK Integer (6),,,0.01,0.009,0.027,0.0664631042351755,0.00859436692696235,0.00916732472209317,6,0,0,0
00:42:14.400,1426380152400000000,-18,945.400000000,37.4026834211842,-121.934007861472,5.16624593734741,-1.4099,-5.1467,0.2845,-0.7382,0.2451,-10.0031,254.559608286106,-3.14095463290717,-0.145588575742742,-0.2845,7,5,22,7,32,,23,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.009,0.027,0.0664631042351755,0.00802140913183153,0.00859436692696235,7,0,0,0
00:42:15.400,1426380153400000000,-18,946.400000000,37.4026713127462,-121.934063272653,4.90915632247925,-1.2338,-4.604,0.2404,-1.1661,-0.2559,-9.8688,254.477159659387,-2.74784828966791,1.32914749314448,-0.2404,7,5,25,7,33,,25,gxInteger (24),gxInteger (24),,RTK Integer (6),,,0.01,0.009,0.028,0.0693278932108296,0.00802140913183153,0.00859436692696235,7,0,0,0
00:42:16.400,1426380154400000000,-18,947.400000000,37.4026612936342,-121.934110553539,4.74430084228516,-0.8753,-3.6793,0.0029,-1.2467,0.3525,-10.1538,256.946149390164,-0.150286829662815,0.453954461082151,-0.0029,7,5,23,6,33,,23,gxInteger (24),gxInteger (24),,RTK Integer (6),,,0.011,0.01,0.028,0.0693278932108296,0.00802140913183153,0.00802140913183153,6,0,0,0
00:42:17.400,1426380155400000000,-18,948.400000000,37.4026561414076,-121.934146461966,4.7474102973938,-0.3116,-2.7689,-0.04,-0.7983,0.0695,-9.7809,263.606038913426,0.383079581824468,0.279889882921407,0.04,7,5,24,7,34,,23,gxInteger (24),gxInteger (24),ixInteger (29),RTK Integer (6),,,0.009,0.009,0.027,0.0716197243913529,0.00802140913183153,0.00802140913183153,7,0,0,0
00:42:18.400,1426380156400000000,-18,949.400000000,37.4026547080384,-121.934172419013,4.7699761390686,-0.0462,-1.751,-0.0013,-1.2661,-0.0963,-9.8107,268.372016444884,0.0448625953587435,0.865911115781213,0.0013,8,2,26,8,32,,21,gxInteger (24),gxInteger (24),ixInteger (29),RTK Integer (6),,,0.01,0.009,0.027,0.0716197243913529,0.00802140913183153,0.00802140913183153,8,0,0,0
00:42:19.400,1426380157400000000,-18,950.400000000,37.4026546679966,-121.934187694317,4.75590085983276,0.0107,-1.151,0.0104,-0.1191,-0.1205,-9.8266,270.539515783864,1.10374589654002,1.13709204021663,-0.0104,8,2,25,8,33,,19,gxInteger (24),gxInteger (24),ixInteger (29),RTK Integer (6),,,0.011,0.01,0.028,0.0739115555718762,0.00802140913183153,0.00802140913183153,8,0,0,0
00:42:20.400,1426380158400000000,-18,951.400000000,37.4026547291662,-121.934200988542,4.74606895446777,-0.0258,-1.3417,-0.0155,0.8899,-0.3691,-9.8787,268.266248435902,2.51580038263993,1.36008721408155,0.0155,8,3,25,8,32,,20,gxInteger (24),gxInteger (24),ixInteger (29),RTK Integer (6),,,0.009,0.009,0.027,0.0721926821864837,0.00802140913183153,0.00802140913183153,8,0,0,0
00:42:21.400,1426380159400000000,-18,952.400000000,37.4026532348564,-121.934218327874,4.80856418609619,-0.3349,-1.642,-0.0932,0.6997,-0.5292,-9.8992,257.797793856847,2.76331815013645,0.65059357637105,0.0932,8,3,26,8,32,,21,gxInteger (24),gxInteger (24),ixInteger (29),RTK Integer (6),,,0.009,0.009,0.027,0.0733385977767454,0.00802140913183153,0.00802140913183153,8,0,0,0
00:42:22.400,1426380160400000000,-18,953.400000000,37.4026479621129,-121.934236536476,4.8975076675415,-0.8131,-1.4432,-0.0788,0.1106,-0.3618,-9.6338,239.690207586871,2.09765578375346,-0.510161620784485,0.0788,8,7,26,8,32,,22,gxInteger (24),gxInteger (24),,RTK Integer (6),,,0.01,0.01,0.027,0.0727656399816146,0.00859436692696235,0.00802140913183153,8,0,0,0
00:42:23.400,1426380161400000000,-18,954.400000000,37.4026386524558,-121.934250641401,4.95908069610596,-1.1975,-1.0185,-0.0027,0.0036,-0.2104,-9.8584,219.634450221891,1.86830077836259,-1.43995753072278,0.0027,8,7,25,8,33,,22,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.026,0.0721926821864837,0.00802140913183153,0.00802140913183153,8,0,0,0
00:42:24.400,1426380162400000000,-18,955.400000000,37.4026275919908,-121.934259361947,4.99839305877686,-1.2899,-0.5606,-0.034,0.1621,-0.1769,-9.8982,202.640063652075,1.65172273180314,-2.48635035197021,0.034,7,5,23,7,30,,21,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.009,0.027,0.0710467665962221,0.00859436692696235,0.00802140913183153,7,0,0,0
00:42:25.400,1426380163400000000,-18,956.400000000,37.4026155608674,-121.9342638994,5.02650737762451,-1.3683,-0.2717,-0.0241,-0.0092,0.2029,-9.7764,189.89925845753,0.866541369355857,-2.91257365576803,0.0241,7,5,24,7,30,,21,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.013,0.011,0.031,0.0716197243913529,0.00916732472209317,0.00916732472209317,7,0,0,0
00:42:26.400,1426380164400000000,-18,957.400000000,37.4026040548744,-121.934264835887,5.05162477493286,-1.217,0.0737,-0.0067,0.021,0.2451,-9.7123,174.976898857931,0.228209089800607,-3.14187136537938,0.0067,6,7,21,6,28,,20,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.01,0.03,0.0710467665962221,0.0103132403123548,0.0103132403123548,6,0,0,0
00:42:27.400,1426380165400000000,-18,958.400000000,37.4025932894712,-121.934262015991,5.05085897445679,-1.1608,0.4203,0.016,-0.0192,0.2266,-9.8359,158.876326448519,-0.365547073293465,-2.81356654876942,-0.016,10,7,21,6,28,,22,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.012,0.012,0.029,0.0704738088010913,0.0103132403123548,0.0103132403123548,6,0,0,0
00:42:28.400,1426380166400000000,-18,959.400000000,37.4025835012203,-121.934255376947,5.02946043014526,-1.0359,0.7597,0.0082,-0.0959,0.0378,-9.7949,142.194602947505,-1.01614064966451,-2.72596130189392,-0.0082,11,7,22,10,29,,23,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.011,0.01,0.028,0.0704738088010913,0.0103132403123548,0.0103132403123548,6,4,0,0
00:42:29.400,1426380167400000000,-18,960.400000000,37.4025755850364,-121.934245591453,5.00601768493652,-0.6717,0.8827,0.025,-0.8568,0.0326,-10.0007,125.681730108717,-2.0098213537599,-2.2835232924939,-0.025,12,7,23,12,30,,23,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.026,0.0687549354156988,0.00916732472209317,0.00916732472209317,8,4,0,0
00:42:30.400,1426380168400000000,-18,961.400000000,37.4025720361442,-121.934238597138,5.00030565261841,-0.1092,0.1997,0.0167,-1.5358,0.3634,-9.791,116.20540924771,-2.66786338146765,-2.45821812422928,-0.0167,13,7,23,12,31,,23,,gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.026,0.0693278932108296,0.00802140913183153,0.00802140913183153,8,4,0,0
00:42:31.400,1426380169400000000,-18,962.400000000,37.4025717071547,-121.934237929409,4.99506044387817,-0.0647,0.1143,0.0027,-0.272,0.4924,-9.7951,115.987398806662,-2.45581170148973,-2.28890909576813,-0.0027,7,7,24,7,31,,23,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.009,0.027,0.0721926821864837,0.00802140913183153,0.00802140913183153,7,0,0,0
00:42:32.400,1426380170400000000,-18,963.400000000,37.4025716773646,-121.934237876341,5.00687646865845,0.1216,-0.2598,-0.0115,-1.3253,0.5229,-9.937,115.807948425227,-2.76641212223015,-2.2371137110883,0.0115,7,7,24,7,30,,23,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.008,0.027,0.0716197243913529,0.00802140913183153,0.00802140913183153,7,0,0,0
00:42:33.400,1426380171400000000,-18,964.400000000,37.4025737099487,-121.93424390433,5.02913522720337,0.2483,-0.7101,-0.0181,-0.4895,0.4914,-9.6994,109.032034948451,-2.7990134207731,-1.82378195768092,0.0181,7,7,24,7,30,,23,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.009,0.027,0.0704738088010913,0.00802140913183153,0.00802140913183153,7,0,0,0
00:42:34.400,1426380172400000000,-18,965.400000000,37.4025753512575,-121.934251875221,5.03370189666748,0.1144,-0.6651,-0.0186,-0.1968,0.3172,-9.7681,99.6163903179484,-2.61073948929311,-1.11216837612844,0.0186,7,8,23,7,32,,23,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.01,0.009,0.027,0.0721926821864837,0.00802140913183153,0.00802140913183153,7,0,0,0
00:42:35.400,1426380173400000000,-18,966.400000000,37.4025758761335,-121.934257527232,5.03648138046265,0.0108,-0.2271,-0.0148,0.2335,0.1475,-9.7578,93.1842515182507,-2.38659839983793,-0.933405544047624,0.0148,7,8,22,7,30,,21,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.008,0.008,0.026,0.068181977620568,0.00802140913183153,0.00802140913183153,7,0,0,0
00:42:36.400,1426380174400000000,-18,967.400000000,37.4025756867342,-121.93425567955,5.0300669670105,-0.0334,0.6068,0.0203,0.3924,0.05,-9.6169,92.3932259862931,-2.29853478672632,-0.648301745190526,-0.0203,7,8,23,7,31,,20,gxInteger (24),gxInteger (24),RTK Integer (6),RTK Integer (6),,,0.009,0.009,0.027,0.068181977620568,0.00802140913183153,0.00802140913183153,7,0,0,0
